yyyymm,Month,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
192612,12,13.49,0.69,1.24,0.441475827,0.0307,0.0468,0.0568,0.0354,0.050886447,0.002558333,0,0.0078,0.0056,0.000464618,NaN,0.026047,0.020321
192701,1,13.21,0.6967,1.229,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050833676,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
192702,2,13.84,0.7033,1.218,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051681867,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
192703,3,13.93,0.71,1.208,0.469765117,0.032,0.0462,0.0554,0.0331,0.046370255,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
192704,4,14.17,0.7167,1.197,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050518396,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
192705,5,14.91,0.7233,1.186,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279445,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
192706,6,14.77,0.73,1.175,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058826257,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
192707,7,15.73,0.7367,1.164,0.414553473,0.0296,0.046,0.0555,0.0333,0.059754328,0.002466667,-0.017045455,0.005,0.0003,0.00042578,,0.08445,0.081687
192708,8,16.43,0.7433,1.153,0.396227409,0.027,0.0456,0.0548,0.0329,0.054525517,0.00225,-0.005780347,0.0076,0.0083,0.001276414,,0.03332,0.028624
192709,9,17.14,0.75,1.143,0.380586062,0.0268,0.0454,0.0542,0.033,0.094616711,0.002233333,0.005813954,0.0018,0.0149,0.00112335,,0.053016,0.049095
192710,10,16.23,0.7567,1.132,0.413800693,0.0308,0.0451,0.0538,0.0325,0.094370476,0.002566667,0.005780347,0.0099,0.0055,0.001559338,,-0.046804,-0.04896
192711,11,17.33,0.7633,1.121,0.379395591,0.0304,0.0449,0.0535,0.032,0.082270053,0.002533333,-0.005747126,0.0097,0.0068,0.000929659,,0.070546,0.06427
192712,12,17.66,0.77,1.11,0.37468859,0.0317,0.0446,0.0532,0.0316,0.07647361,0.002641667,0,0.0072,0.0068,0.000604204,,0.019295,0.014403
192801,1,17.57,0.7767,1.133,0.378669621,0.0331,0.0446,0.0535,0.0321,0.062604541,0.002758333,0,-0.0036,0.0027,0.000860526,,-0.007182,-0.0092
192802,2,17.26,0.7833,1.155,0.386076599,0.0333,0.0446,0.0533,0.0318,0.055171816,0.002775,-0.011560694,0.0061,0.0068,0.000691124,,-0.012549,-0.016679
192803,3,19.13,0.79,1.177,0.363254838,0.0327,0.0446,0.0532,0.0317,0.054363774,0.002725,0,0.0045,0.0041,0.001381008,,0.105752,0.101652
192804,4,19.75,0.7967,1.2,0.368095261,0.0362,0.0446,0.0533,0.0319,0.049372384,0.003016667,0,-0.0004,0.0014,0.00148796,,0.034725,0.032715
192805,5,20,0.8033,1.222,0.354396979,0.039,0.0449,0.0542,0.0327,0.047187171,0.00325,0.005847953,-0.0077,-0.0078,0.001898859,,0.012325,0.007422
192806,6,19.19,0.81,1.245,0.370299948,0.0392,0.0457,0.0555,0.0326,0.050298066,0.003266667,-0.005813954,0.0041,-0.0024,0.003645477,,-0.03433,-0.038725
192807,7,19.43,0.8167,1.268,0.360648148,0.0412,0.0461,0.0558,0.0344,0.059379849,0.003433333,0,-0.0217,-0.001,0.00167498,,0.010117,0.008278
192808,8,20.87,0.8233,1.29,0.324029783,0.0436,0.0464,0.0561,0.0341,0.057398366,0.003633333,0,0.0076,0.0083,0.001229317,,0.07023,0.065514
192809,9,21.37,0.83,1.312,0.32816581,0.0457,0.0461,0.0559,0.0346,0.027978936,0.003808333,0.011695906,-0.0041,0.003,0.000650464,,0.022409,0.019937
192810,10,21.68,0.8367,1.335,0.308930838,0.047,0.0461,0.0558,0.0336,0.034018303,0.003916667,-0.005780347,0.0158,0.0083,0.000678846,,0.013839,0.012055
192811,11,24.28,0.8433,1.357,0.265525939,0.0426,0.0458,0.0555,0.0338,0.038371644,0.00355,0,0.0003,-0.0036,0.001523296,,0.122975,0.116704
192812,12,24.35,0.85,1.38,0.259666667,0.0426,0.0461,0.056,0.034,0.063068236,0.00355,-0.005813954,0.0004,0.0084,0.00407747,,0.006232,0.002888
192901,1,25.74,0.86,1.399,0.245346603,0.0466,0.0462,0.0563,0.0349,0.078447907,0.003883333,0,-0.009,0.0043,0.001700823,,0.055473,0.053892
192902,2,25.59,0.87,1.418,0.2454239,0.0439,0.0466,0.0566,0.0363,0.071781969,0.003658333,0,-0.0157,0.003,0.002670117,,-0.004874,-0.008075
192903,3,25.53,0.88,1.438,0.27230047,0.046,0.047,0.0579,0.0377,0.079802984,0.003833333,-0.005847953,-0.0144,-0.0087,0.003611407,,0.000154,-0.003213
192904,4,25.94,0.89,1.457,0.263396912,0.048,0.0469,0.058,0.0358,0.099320357,0.004,-0.005882353,0.0275,0.0019,0.002304362,,0.019559,0.018234
192905,5,24.83,0.9,1.476,0.282774621,0.0509,0.047,0.058,0.0373,0.117984873,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
192906,6,27.62,0.91,1.495,0.253580582,0.048,0.0477,0.0594,0.0367,0.116195795,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
192907,7,28.88,0.92,1.514,0.24187518,0.0455,0.0477,0.0595,0.0369,0.110686762,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
192908,8,31.71,0.93,1.533,0.221123761,0.047,0.0479,0.0604,0.0375,0.115276753,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
192909,9,30.16,0.94,1.552,0.244868249,0.0458,0.048,0.0612,0.0375,0.121389823,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
192910,10,24.15,0.95,1.572,0.307484187,0.0437,0.0477,0.0611,0.0347,0.15961189,0.003641667,0,0.0382,0.0073,0.053507543,,-0.18615,-0.188115
192911,11,20.92,0.96,1.591,0.351956476,0.0347,0.0476,0.0603,0.0331,0.177040028,0.002891667,0,0.0236,-0.0018,0.036448746,,-0.125359,-0.130374
192912,12,21.45,0.97,1.61,0.338457824,0.0303,0.0467,0.0595,0.034,0.163522459,0.002525,-0.005780347,-0.0089,0.0192,0.01021463,,0.027753,0.023571
193001,1,22.79,0.9708,1.557,0.314816201,0.0339,0.0466,0.0592,0.0347,0.153314544,0.002825,-0.005813954,-0.0057,0.0059,0.001433161,,0.059632,0.057032
193002,2,23.28,0.9717,1.503,0.310206189,0.0336,0.0469,0.0589,0.0339,0.159256115,0.0028,-0.005847953,0.0129,0.0072,0.001724706,,0.026041,0.021516
193003,3,25.14,0.9725,1.45,0.319119189,0.0295,0.0462,0.0573,0.0335,0.145496824,0.002458333,-0.005882353,0.0083,0.0138,0.001504044,,0.072348,0.069351
193004,4,24.9,0.9733,1.397,0.326970598,0.03,0.046,0.057,0.0338,0.12968237,0.0025,0.00591716,-0.0016,0.0084,0.001933862,,-0.013938,-0.015867
193005,5,24.49,0.9742,1.343,0.331915512,0.0241,0.046,0.0572,0.0329,0.12492754,0.002008333,-0.005882353,0.0139,0.0057,0.004693439,,-0.011148,-0.015304
193006,6,20.46,0.975,1.29,0.403375453,0.0189,0.0457,0.0578,0.0328,0.131002488,0.001575,-0.00591716,0.0051,0.011,0.014447862,,-0.155715,-0.159182
193007,7,21.21,0.9758,1.237,0.390187615,0.0183,0.0452,0.0577,0.0327,0.140551964,0.001525,-0.011904762,0.0034,0.0056,0.004920446,,0.038713,0.036395
193008,8,21.37,0.9767,1.183,0.379752101,0.0153,0.0447,0.0573,0.0328,0.121495714,0.001275,-0.006024096,0.0013,0.0136,0.004049927,,0.011266,0.006691
193009,9,18.59,0.9775,1.13,0.445583211,0.0177,0.0442,0.0565,0.0324,0.127201771,0.001475,0.006060606,0.0074,0.0108,0.003738406,,-0.123549,-0.127635
193010,10,16.94,0.9783,1.077,0.497954731,0.0174,0.0442,0.0594,0.0324,0.129492088,0.00145,-0.006024096,0.0035,0.0054,0.012876666,,-0.08368,-0.086394
193011,11,16.57,0.9792,1.023,0.504670831,0.014,0.0447,0.0625,0.0322,0.137752863,0.001166667,-0.006060606,0.0042,-0.0012,0.007160072,,-0.019736,-0.024113
193012,12,15.34,0.98,0.97,0.554745413,0.0148,0.0452,0.0671,0.033,0.113885963,0.001233333,-0.018292683,-0.007,-0.009,0.008166329,,-0.071479,-0.077707
193101,1,16.09,0.9667,0.94,0.539152002,0.0124,0.0442,0.0641,0.0343,0.089710821,0.001033333,-0.01242236,-0.0121,0.0203,0.005224312,,0.059527,0.056729
193102,2,17.93,0.9533,0.91,0.479667963,0.0106,0.0443,0.0638,0.0338,0.082533971,0.000883333,-0.012578616,0.0085,0.0068,0.002884626,,0.110943,0.105279
193103,3,16.69,0.94,0.88,0.529125087,0.0138,0.0439,0.0644,0.0332,0.073969362,0.00115,-0.006369427,0.0104,0.0094,0.004168752,,-0.068939,-0.073451
193104,4,15.09,0.9267,0.85,0.603214498,0.0149,0.044,0.0672,0.0327,0.077767867,0.001241667,-0.006410256,0.0086,0.0067,0.006709266,,-0.092955,-0.09546
193105,5,13.02,0.9133,0.82,0.709948622,0.0088,0.0437,0.0715,0.0317,0.071366603,0.000733333,-0.012903226,0.0145,0.0134,0.006910695,,-0.137674,-0.14302
193106,6,14.83,0.9,0.79,0.607271275,0.0055,0.0436,0.0736,0.0319,0.063744572,0.000458333,-0.013071895,0.0004,0.0052,0.02333295,,0.146492,0.139763
193107,7,13.73,0.8867,0.76,0.673609572,0.0041,0.0436,0.0708,0.0325,0.033992031,0.000341667,0,-0.0042,0.0052,0.007039256,,-0.075465,-0.07857
193108,8,13.86,0.8733,0.73,0.654185496,0.0042,0.044,0.0747,0.0326,0.020142587,0.00035,0,0.0012,0.0012,0.00454204,,0.007779,0.002304
193109,9,9.71,0.86,0.7,0.944001656,0.0045,0.0455,0.0807,0.0353,0.030348556,0.000375,-0.006622517,-0.0281,-0.0014,0.023458995,,-0.287461,-0.291524
193110,10,10.53,0.8467,0.67,0.877176109,0.017,0.0499,0.0904,0.0385,0.011250397,0.001416667,-0.006666667,-0.033,-0.0363,0.042501956,,0.076738,0.072834
193111,11,9.5,0.8333,0.64,0.971556408,0.0177,0.0494,0.0893,0.0385,0.003376145,0.001475,-0.013422819,0.0027,-0.0189,0.011434544,,-0.100909,-0.109396
193112,12,8.12,0.82,0.61,1.170731707,0.0241,0.0532,0.1042,0.0407,-0.012946596,0.002008333,-0.006802721,-0.022,-0.0286,0.021195349,,-0.137557,-0.145471
193201,1,7.89,0.7933,0.5933,1.191378184,0.0248,0.052,0.0913,0.039,-0.011579689,0.002066667,-0.020547945,0.0034,-0.0052,0.017376785,,-0.018803,-0.021067
193202,2,8.29,0.7667,0.5767,1.119842829,0.0242,0.0523,0.0887,0.0367,-0.015730744,0.002016667,-0.013986014,0.0413,-0.0238,0.026715251,,0.053581,0.045233
193203,3,7.31,0.74,0.56,1.185862445,0.0225,0.0498,0.0883,0.037,-0.00841782,0.001875,-0.007092199,-0.0018,0.0356,0.013408922,,-0.118907,-0.125245
193204,4,5.83,0.7133,0.5433,1.553727874,0.0111,0.0517,0.1046,0.0336,-0.015476144,0.000925,-0.007142857,0.0604,-0.0176,0.019851413,,-0.205295,-0.207637
193205,5,4.47,0.6867,0.5267,1.942333482,0.0031,0.0536,0.11,0.0349,-0.034050974,0.000258333,-0.014388489,-0.0188,0.0107,0.023183792,,-0.232123,-0.240123
193206,6,4.43,0.66,0.51,2.028478058,0.0034,0.0541,0.11,0.0347,-0.040687261,0.000283333,-0.00729927,0.0065,-0.0009,0.034302583,,0.002768,-0.006507
193207,7,6.1,0.6333,0.4933,1.612544071,0.0022,0.0526,0.1079,0.032,-0.029175248,0.000183333,0,0.0481,0.0043,0.020110579,,0.391838,0.390006
193208,8,8.39,0.6067,0.4767,1.187807545,0.0014,0.0491,0.0822,0.0321,-0.015061698,0.000116667,-0.007352941,0.0003,0.0436,0.040019306,,0.401979,0.394164
193209,9,8.08,0.58,0.46,1.214365567,0.0003,0.047,0.0761,0.0319,0.000705886,0.000025,-0.007407407,0.0057,0.0301,0.043298566,,-0.029526,-0.034118
193210,10,6.96,0.5533,0.4433,1.403877221,0.0001,0.0464,0.0787,0.0322,-0.002872091,8.33E-06,-0.007462687,-0.0017,0.0074,0.035644759,,-0.142069,-0.143263
193211,11,6.55,0.5267,0.4267,1.542147294,0.0001,0.0463,0.0824,0.0322,-0.003320544,8.33E-06,-0.007518797,0.0032,0.0073,0.023316603,,-0.052228,-0.058702
193212,12,6.89,0.5,0.41,1.442084301,0.0004,0.0459,0.0842,0.0315,-0.005030024,3.33E-05,-0.007575758,0.0131,0.0139,0.010223099,,0.061569,0.053749
193301,1,6.94,0.495,0.4125,1.426929392,0.0007,0.0444,0.0801,0.0308,-0.006488836,5.83E-05,-0.015267176,0.0148,0.0547,0.005916609,,0.013938,0.012575
193302,2,5.66,0.49,0.415,1.690990465,0.0001,0.0448,0.0837,0.0325,-0.00581559,8.33E-06,-0.015503876,-0.0258,-0.0523,0.015666928,,-0.179558,-0.186035
193303,3,5.85,0.485,0.4175,1.476534296,0.0134,0.0468,0.0891,0.0321,-0.021881861,0.001116667,-0.007874016,0.0097,0.0047,0.037454111,,0.038627,0.032581
193304,4,8.32,0.48,0.42,1.119015048,0.0045,0.0478,0.0912,0.0325,-0.006367667,0.000375,0,-0.0032,-0.0095,0.029151226,,0.414312,0.412291
193305,5,9.64,0.475,0.4225,0.928384973,0.0029,0.0463,0.0774,0.0308,-0.003000487,0.000241667,0,0.0303,0.0588,0.011963833,,0.174816,0.170167
193306,6,10.91,0.47,0.425,0.833503159,0.0007,0.0446,0.0707,0.0306,0.000762236,5.83E-05,0.007936508,0.005,0.019,0.019819363,,0.137498,0.133994
193307,7,9.95,0.465,0.4275,0.901178804,0.0019,0.0436,0.0662,0.0309,0.002714895,0.000158333,0.031496063,-0.0017,0.0161,0.032868097,,-0.084736,-0.085471
193308,8,11.09,0.46,0.43,0.798750122,0.0001,0.043,0.0677,0.0308,0.002147849,8.33E-06,0.007633588,0.0044,0.0093,0.011878964,,0.123272,0.119807
193309,9,9.83,0.455,0.4325,0.867996604,0.0004,0.0436,0.0727,0.0308,-0.000457296,3.33E-05,0,0.0023,-0.0014,0.014249909,,-0.118045,-0.121112
193310,10,8.96,0.45,0.435,0.927858439,0.0009,0.0434,0.0749,0.0315,0.003463942,0.000075,0,-0.0091,0.004,0.02767577,,-0.090623,-0.091588
193311,11,9.88,0.445,0.4375,0.833503159,0.0022,0.0454,0.0798,0.0327,0.005924461,0.000183333,0,-0.0149,-0.0248,0.009581576,,0.108553,0.10207
193312,12,10.1,0.44,0.44,0.829026046,0.0029,0.045,0.0775,0.0336,0.006196483,0.000241667,0,-0.0113,0.0257,0.00559057,,0.026694,0.02443
193401,1,11.17,0.4408,0.4442,0.762917366,0.0072,0.0435,0.0701,0.0321,0.003559069,0.0006,0,0.0257,0.0257,0.00663891,,0.115033,0.113644
193402,2,10.76,0.4417,0.4483,0.790643727,0.0062,0.042,0.0627,0.0317,0.005596015,0.000516667,0.007575758,0.0081,0.0146,0.005567285,,-0.03284,-0.037272
193403,3,10.75,0.4425,0.4525,0.802512212,0.0024,0.0413,0.0626,0.0307,0.009607075,0.0002,0,0.0197,0.0187,0.006372525,,0.005355,0.002464
193404,4,10.46,0.4433,0.4567,0.801074734,0.0015,0.0407,0.0601,0.03,0.00782899,0.000125,0,0.0126,0.0104,0.001899187,,-0.02549,-0.026944
193405,5,9.61,0.4442,0.4608,0.856382979,0.0016,0.0401,0.0605,0.0292,0.007652643,0.000133333,0,0.0131,0.009,0.0073632,,-0.078497,-0.082255
193406,6,9.81,0.445,0.465,0.840731071,0.0015,0.0393,0.0606,0.0289,0.005982388,0.000125,0.007518797,0.0067,0.0158,0.006894645,,0.02408,0.021102
193407,7,8.68,0.4458,0.4692,0.914253265,0.0015,0.0389,0.0613,0.0288,0.002909873,0.000125,0,0.004,0.0047,0.011531331,,-0.119846,-0.121723
193408,8,9.15,0.4467,0.4733,0.866896403,0.0019,0.0393,0.0649,0.0299,0.019959043,0.000158333,0,-0.0118,0.0047,0.006501447,,0.05865,0.051629
193409,9,9.1,0.4475,0.4775,0.870364364,0.0021,0.0396,0.0657,0.031,0.019440678,0.000175,0.014925373,-0.0146,-0.0061,0.004830819,,-0.000216,-0.003127
193410,10,8.81,0.4483,0.4817,0.862253642,0.0027,0.039,0.064,0.03,0.02389908,0.000225,-0.007352941,0.0182,0.0102,0.004358161,,-0.032663,-0.033732
193411,11,9.54,0.4492,0.4858,0.782008937,0.0025,0.0386,0.0637,0.0299,0.020712417,0.000208333,0,0.0037,0.0129,0.002025305,,0.086059,0.080682
193412,12,9.5,0.45,0.49,0.773740869,0.0023,0.0381,0.0623,0.0293,0.020814021,0.000191667,-0.007407407,0.0112,0.0101,0.002608946,,-0.000681,-0.004415
193501,1,9.1,0.45,0.57,0.791621595,0.002,0.0377,0.0598,0.0281,0.020998398,0.000166667,0.014925373,0.0182,0.0211,0.002213604,,-0.042368,-0.043755
193502,2,8.74,0.45,0.65,0.786286384,0.0019,0.0369,0.0595,0.0275,0.014709959,0.000158333,0.007352941,0.0092,0.0141,0.003279982,,-0.03684,-0.04266
193503,3,8.47,0.45,0.73,0.800754118,0.0015,0.0367,0.062,0.0274,0.012047461,0.000125,0,0.0041,0.0043,0.003972862,,-0.031454,-0.035324
193504,4,9.28,0.4467,0.7567,0.737322979,0.0015,0.0366,0.0613,0.0269,0.019095458,0.000125,0.00729927,0.0079,0.0112,0.003162169,,0.096493,0.095347
193505,5,9.58,0.4433,0.7833,0.729392625,0.0015,0.0365,0.0594,0.0276,0.01929934,0.000125,0,-0.0057,0.0042,0.002877662,,0.038135,0.033059
193506,6,10.23,0.44,0.81,0.681818182,0.0015,0.0361,0.0577,0.027,0.019345475,0.000125,-0.007246377,0.0092,0.0112,0.002810458,,0.070533,0.067124
193507,7,11.08,0.44,0.7933,0.639309198,0.0015,0.0356,0.0567,0.0268,0.017409217,0.000125,0,0.0046,0.0111,0.001680048,,0.083814,0.082471
193508,8,11.32,0.44,0.7767,0.63368669,0.0016,0.036,0.0558,0.0281,0.004980357,0.000133333,0,-0.0133,-0.0042,0.003774986,,0.026569,0.022105
193509,9,11.59,0.44,0.76,0.611734385,0.002,0.0359,0.0553,0.0282,0.008025742,0.000166667,0,0.0009,0,0.002428824,,0.025526,0.022175
193510,10,12.46,0.45,0.76,0.577501073,0.002,0.0352,0.0554,0.0279,0.002950132,0.000166667,0,0.0061,0.0042,0.003259193,,0.071803,0.070634
193511,11,12.95,0.46,0.76,0.566952368,0.0016,0.0347,0.0543,0.028,0.002218773,0.000133333,0.00729927,0.001,0.0069,0.003149683,,0.051943,0.04562
193512,12,13.43,0.47,0.76,0.559911191,0.0015,0.0344,0.053,0.0276,0.008687875,0.000125,0,0.007,0.0083,0.002897366,,0.039887,0.036744
193601,1,14.31,0.48,0.77,0.539835441,0.002,0.0337,0.05,0.0285,0.008907433,0.000166667,0,0.0055,0.0082,0.001867159,,0.071832,0.070187
193602,2,14.55,0.49,0.78,0.529076247,0.002,0.0332,0.048,0.0281,0.013759459,0.000166667,0,0.0081,0.0054,0.002222594,,0.022461,0.018857
193603,3,14.92,0.5,0.79,0.527696047,0.002,0.0329,0.0486,0.0275,0.013454844,0.000166667,-0.007246377,0.0106,0.0082,0.00500448,,0.024029,0.021457
193604,4,13.77,0.5167,0.82,0.566348596,0.002,0.0329,0.0491,0.0274,0.019251148,0.000166667,0,0.0035,0.0026,0.005760772,,-0.077588,-0.078356
193605,5,14.4,0.5333,0.85,0.540487421,0.002,0.0327,0.0494,0.0273,0.018626596,0.000166667,0,0.004,0.004,0.002907938,,0.053106,0.046971
193606,6,14.84,0.55,0.88,0.523178388,0.002,0.0324,0.049,0.0273,0.02081269,0.000166667,0.00729927,0.0021,0.0082,0.001568495,,0.032542,0.029509
193607,7,15.85,0.57,0.9,0.500424603,0.0015,0.0323,0.0484,0.0271,0.021746409,0.000125,0.007246377,0.006,0.0011,0.001568553,,0.073442,0.072356
193608,8,15.99,0.59,0.92,0.496121234,0.002,0.0321,0.0474,0.0264,0.019665777,0.000166667,0.007194245,0.0111,0.0067,0.002619507,,0.014124,0.00893
193609,9,16.01,0.61,0.94,0.491598141,0.0016,0.0318,0.0462,0.0268,0.021397625,0.000133333,0,-0.0031,0.0067,0.001183759,,0.004817,0.001617
193610,10,17.21,0.6467,0.9667,0.465707028,0.0013,0.0318,0.0454,0.0269,0.021803615,0.000108333,0,0.0006,0.0025,0.002224405,,0.076281,0.075272
193611,11,17.28,0.6833,0.9933,0.450278354,0.0011,0.0315,0.0452,0.0257,0.022840632,9.17E-05,0,0.0205,0.0109,0.0028304,,0.010666,-0.000321
193612,12,17.18,0.72,1.02,0.458588105,0.0012,0.031,0.0453,0.0255,0.025225208,0.0001,0,0.0038,0.001,0.001498375,,-0.00383,-0.007289
193701,1,17.83,0.73,1.05,0.446573563,0.0017,0.031,0.0449,0.0258,0.025003316,0.000141667,0.007142857,-0.0013,0.0024,0.001572549,,0.036648,0.035916
193702,2,18.09,0.74,1.08,0.440775765,0.0015,0.0322,0.0453,0.0253,0.025207892,0.000125,0,0.0086,-0.0046,0.001306789,,0.018483,0.01535
193703,3,17.92,0.75,1.11,0.458666381,0.0038,0.0332,0.0468,0.0285,0.033507789,0.000316667,0.007092199,-0.0411,-0.0114,0.00311448,,-0.003511,-0.006242
193704,4,16.43,0.78,1.13,0.490618007,0.0056,0.0342,0.0484,0.0284,0.028108135,0.000466667,0.007042254,0.0039,0.0068,0.005466779,,-0.080646,-0.08149
193705,5,16.26,0.81,1.15,0.489382405,0.0041,0.0333,0.0484,0.0282,0.028278206,0.000341667,0.006993007,0.0053,0.004,0.003593072,0.003398385,-0.005699,-0.011686
193706,6,15.4,0.84,1.17,0.504961021,0.0036,0.0328,0.0493,0.0285,0.03126606,0.0003,0,-0.0018,0.0053,0.002984171,0.004205943,-0.053803,-0.057853
193707,7,16.98,0.8167,1.1867,0.46464866,0.0028,0.0325,0.0491,0.0277,0.027224456,0.000233333,0.006944444,0.0138,0.0039,0.002982217,0.003629863,0.098991,0.098012
193708,8,16.04,0.7933,1.2033,0.481934502,0.0029,0.0324,0.0492,0.0286,0.031063805,0.000241667,0,-0.0104,-0.0017,0.002140794,0.003325441,-0.051183,-0.056291
193709,9,13.76,0.77,1.22,0.553147441,0.0031,0.0328,0.0516,0.0284,0.035846083,0.000258333,0.006896552,0.0045,0.0025,0.015821146,0.003338534,-0.13961,-0.143683
193710,10,12.36,0.78,1.19,0.617417678,0.002,0.0327,0.0552,0.0283,0.040956882,0.000166667,0,0.0042,0.0067,0.031722241,0.003604956,-0.102722,-0.103703
193711,11,11.11,0.79,1.16,0.692419825,0.0009,0.0324,0.0582,0.0278,0.042030881,0.000075,-0.006849315,0.0096,0.0067,0.021973392,0.002710859,-0.084289,-0.100254
193712,12,10.55,0.8,1.13,0.707488622,0.0011,0.0321,0.0573,0.0273,0.031774713,9.17E-05,-0.006896552,0.0082,0.0067,0.006954963,0.002833122,-0.045828,-0.053019
193801,1,10.69,0.7933,1.0767,0.701567244,0.001,0.0317,0.0589,0.0271,0.038801359,8.33E-05,-0.013888889,0.0057,0.0038,0.009751241,0.002773138,0.012163,0.011096
193802,2,11.34,0.7867,1.0233,0.659518667,0.0008,0.032,0.0597,0.0268,0.032247787,6.67E-05,-0.007042254,0.0052,0.001,0.007772491,0.002129031,0.065757,0.061131
193803,3,8.5,0.78,0.97,0.892369884,0.0008,0.0322,0.063,0.0273,0.033844571,6.67E-05,0,-0.0037,-0.0087,0.015067942,0.002964826,-0.254106,-0.257951
193804,4,9.7,0.7667,0.9033,0.79079348,0.0009,0.033,0.0647,0.0259,0.027161325,0.000075,0.007092199,0.021,0.0138,0.018892725,0.004160963,0.142667,0.140966
193805,5,9.27,0.7533,0.8367,0.819565621,0.0005,0.0322,0.0606,0.0257,0.029978151,4.17E-05,-0.007042254,0.0044,0.001,0.007651434,0.005274134,-0.039973,-0.046036
193806,6,11.56,0.74,0.77,0.659545862,0.0005,0.0326,0.0625,0.0259,0.016745583,4.17E-05,0,0.0004,0.0095,0.011809309,0.006085903,0.253519,0.249304
193807,7,12.4,0.7133,0.72,0.625354108,0.0007,0.0322,0.0563,0.0257,0.017056872,5.83E-05,0,0.0043,0.0066,0.006829876,0.005685273,0.074738,0.073872
193808,8,12.06,0.6867,0.67,0.634020248,0.0006,0.0318,0.0549,0.0259,0.014309677,0.00005,0,0,-0.0019,0.005981568,0.005342044,-0.025901,-0.029465
193809,9,12.24,0.66,0.62,0.624248851,0.0008,0.0321,0.0565,0.0259,0.01189797,6.67E-05,0,0.0022,0.0109,0.017046706,0.006128015,0.016932,0.013867
193810,10,13.17,0.61,0.6267,0.581954788,0.0005,0.0315,0.0536,0.0254,0.007934765,4.17E-05,-0.007092199,0.0087,0.008,0.00440443,0.005602846,0.07896,0.0782
193811,11,12.73,0.56,0.6333,0.589373915,0.0004,0.031,0.0523,0.0257,0.008535651,3.33E-05,0,-0.0022,0.0037,0.004644168,0.005118186,-0.026207,-0.032784
193812,12,13.21,0.51,0.64,0.572039388,0.0003,0.0308,0.0527,0.0252,0.0057222,0.000025,0,0.008,0.0122,0.00229094,0.004166964,0.04481,0.041538
193901,1,12.3,0.5133,0.6633,0.614218141,0.0003,0.0301,0.0512,0.0249,-0.00360051,0.000025,0,0.0059,0.0022,0.007295496,0.004310653,-0.070506,-0.071314
193902,2,12.7,0.5167,0.6867,0.599456891,0.0003,0.03,0.0505,0.0245,0.000615858,0.000025,-0.007142857,0.008,0.0064,0.003291644,0.002629529,0.039292,0.034357
193903,3,10.98,0.52,0.71,0.660649272,0.0003,0.0299,0.0489,0.0237,-0.001260177,0.000025,0,0.0125,0.0022,0.008538703,0.002714895,-0.134821,-0.138171
193904,4,10.92,0.5233,0.7267,0.678454588,0.0003,0.0302,0.0515,0.0229,-0.001883057,0.000025,-0.007194245,0.0118,0.0064,0.009203292,0.004123236,-0.006611,-0.007842
193905,5,11.6,0.5267,0.7433,0.630337241,0.0003,0.0297,0.0507,0.0217,-0.002353643,0.000025,0,0.0171,0.0049,0.003559092,0.003614611,0.069557,0.06346
193906,6,10.86,0.53,0.76,0.666768736,0.0003,0.0292,0.0491,0.0221,-0.000085447,0.000025,0,-0.0027,0.0035,0.003202343,0.004162359,-0.06181,-0.065748
193907,7,12.04,0.54,0.7767,0.607985481,0.0004,0.0289,0.0484,0.0213,-0.001561233,3.33E-05,0,0.0113,-0.0007,0.004304609,0.003649765,0.11131,0.110355
193908,8,11.18,0.55,0.7933,0.648017261,0.0005,0.0293,0.0485,0.0231,-0.003004987,4.17E-05,0,-0.0201,-0.0392,0.007137243,0.007687835,-0.067551,-0.073025
193909,9,13.02,0.56,0.81,0.580047949,0.0014,0.0325,0.05,0.0278,-0.002108228,0.000116667,0.02173913,-0.0545,0.0151,0.015683907,0.007089187,0.181167,0.177572
193910,10,12.83,0.58,0.84,0.573479062,0.0005,0.0315,0.0488,0.0247,-0.001851363,4.17E-05,-0.007092199,0.041,0.0237,0.001846745,0.006561195,-0.016887,-0.01764
193911,11,12.2,0.6,0.87,0.597844739,0.0005,0.03,0.0485,0.0236,-0.001697716,4.17E-05,0,0.0162,0.0079,0.001284238,0.006625116,-0.040532,-0.051142
